duration,protocol,service,src_bytes,dst_bytes,label
0,tcp,ldap,0,0,1
0,tcp,http,237,138,0
0,tcp,http,225,1357,0
0,tcp,private,0,0,1
0,tcp,supdup,0,0,1
0,udp,other,147,0,0
0,tcp,http,262,1011,0
0,icmp,ecr_i,1032,0,1
0,tcp,private,0,0,1
0,tcp,http,261,8412,0
0,tcp,bgp,0,0,1
0,tcp,netbios_dgm,0,0,1
0,tcp,http,294,1719,0
0,tcp,http,221,981,0
0,tcp,http,284,10352,0
0,tcp,gopher,0,0,1
0,tcp,http,309,16096,0
0,tcp,ftp_data,334,0,1
0,tcp,telnet,0,0,1
0,tcp,private,0,0,1
0,tcp,http,214,283,0
0,tcp,vmnet,0,0,1
0,tcp,systat,0,0,1
0,tcp,http_443,0,0,1
0,udp,domain_u,46,78,0
0,tcp,ftp_data,748,0,0
0,tcp,efs,0,0,1
0,icmp,eco_i,8,0,1
0,tcp,whois,0,0,1
0,tcp,http,329,8437,0
0,tcp,ftp_data,9,0,0
0,udp,domain_u,46,128,0
0,tcp,ftp_data,1766,0,0
0,tcp,remote_job,0,0,1
9015,tcp,other,1,0,1
7,tcp,finger,8,135,0
0,tcp,http,266,529,0
0,tcp,ftp_data,245,0,0
0,tcp,http,295,465,0
0,tcp,gopher,0,0,1
0,tcp,http,228,6834,0
0,icmp,ecr_i,1032,0,1
0,tcp,imap4,0,0,1
0,tcp,private,0,0,1
0,tcp,whois,0,0,1
0,tcp,http,0,0,0
0,tcp,other,0,0,1
0,udp,other,1,0,1
0,tcp,iso_tsap,0,0,1
0,icmp,ecr_i,30,0,0
1,tcp,smtp,2078,333,0
0,tcp,ftp_data,19,0,0
0,tcp,smtp,661,329,0
0,udp,private,28,0,1
0,tcp,ftp_data,0,0,1
0,tcp,private,0,0,1
0,tcp,private,0,0,1
0,tcp,smtp,1075,364,0
0,tcp,http,223,656,0
15159,tcp,ftp,350,1185,1
0,tcp,http,233,2470,0
0,tcp,private,0,0,1
0,tcp,echo,0,0,1
0,tcp,http,201,1938,0
0,tcp,http,271,4781,0
0,tcp,ftp_data,14416,0,0
0,tcp,http,227,11564,0
0,tcp,private,0,0,1
0,tcp,http,225,2445,0
0,tcp,http,176,426,0
0,tcp,klogin,0,0,1
0,tcp,http,227,762,0
0,tcp,smtp,855,575,0
0,tcp,smtp,944,330,0
0,tcp,smtp,954,326,0
0,tcp,uucp_path,0,0,1
0,tcp,http,166,34660,0
0,tcp,http,306,2698,0
0,tcp,netbios_ns,0,0,1
0,tcp,private,0,0,1
0,icmp,ecr_i,1480,0,1
0,tcp,iso_tsap,0,0,1
0,tcp,http,313,8549,0
0,tcp,link,0,0,1
0,tcp,sunrpc,0,0,1
0,tcp,http,285,6008,0
0,tcp,http,226,1411,0
0,tcp,http,256,12984,0
1,tcp,smtp,3740,449,0
0,tcp,http,224,449,0
0,tcp,login,0,0,1
4,tcp,ftp_data,832,0,1
0,tcp,finger,0,0,1
0,icmp,eco_i,8,0,1
0,tcp,http,201,169,0
0,tcp,http,285,304,0
0,tcp,kshell,0,0,1
0,tcp,ftp_data,7422,0,0
0,tcp,http,198,12884,0
20,tcp,smtp,2310,328,0
0,tcp,http,331,955,0
0,icmp,urp_i,65,0,0
0,udp,private,28,0,1
0,udp,domain_u,45,77,0
0,tcp,ftp,0,0,1
0,tcp,auth,0,0,1
0,tcp,kshell,0,0,1
0,tcp,finger,9,142,0
0,tcp,http,283,912,0
0,tcp,http,221,1789,0
0,icmp,eco_i,18,0,1
0,tcp,vmnet,0,0,1
0,tcp,telnet,0,0,1
0,tcp,ftp_data,0,0,1
0,tcp,http,302,1380,0
0,tcp,private,0,0,1
0,icmp,eco_i,8,0,1
0,tcp,private,0,0,1
0,tcp,http,355,870,0
0,icmp,eco_i,8,0,1
18,tcp,telnet,106,1468,0
0,tcp,http,286,1423,0
9235,tcp,other,1,0,1
0,tcp,sql_net,0,0,1
0,icmp,ecr_i,1032,0,1
0,tcp,http,168,9551,0
0,tcp,http,238,864,0
0,tcp,private,0,0,1
0,tcp,http,291,10369,0
0,tcp,vmnet,0,0,1
0,tcp,smtp,749,330,0
0,tcp,http,198,6924,0
0,tcp,mtp,0,0,1
0,tcp,http,167,709,0
0,tcp,http,241,851,0
0,tcp,http,337,3360,0
0,tcp,smtp,729,328,0
0,icmp,eco_i,8,0,1
0,tcp,csnet_ns,0,0,1
0,tcp,http,222,1483,0
0,tcp,auth,0,0,1
0,tcp,http,0,0,0
0,udp,domain_u,46,134,0
0,tcp,http,246,2719,0
0,tcp,http,222,771,0
0,tcp,vmnet,0,0,1
0,tcp,private,0,0,1
409,tcp,telnet,279,9598,0
0,tcp,http,226,651,0
0,tcp,http,299,447,0
0,tcp,http,0,0,1
0,tcp,ftp_data,12,0,0
0,tcp,http,281,1951,0
0,tcp,bgp,0,0,1
0,udp,domain_u,42,42,0
0,tcp,ftp,0,0,1
0,tcp,time,0,0,1
0,tcp,http,263,453,0
36613,tcp,private,1,0,1
0,tcp,ftp,0,0,0
0,tcp,private,0,0,1
0,tcp,sql_net,0,0,1
0,tcp,http,283,1980,0
0,tcp,http,161,5530,0
0,tcp,http,211,321,0
0,tcp,http,201,1701,0
0,icmp,eco_i,8,0,1
0,udp,other,147,0,0
0,tcp,private,0,0,1
0,tcp,ftp_data,567,0,0
0,tcp,hostnames,0,0,1
0,tcp,telnet,0,0,1
5043,tcp,ftp_data,5131424,0,1
0,tcp,http,320,420,0
0,icmp,eco_i,8,0,1
0,tcp,smtp,0,0,0
0,tcp,http,204,1229,0
0,tcp,time,0,0,1
0,tcp,ftp_data,10389,0,0
0,tcp,uucp,0,0,1
0,tcp,http,344,573,0
0,tcp,exec,0,0,1
0,tcp,netbios_dgm,0,0,1
0,tcp,http,243,821,0
0,icmp,ecr_i,1032,0,1
0,icmp,eco_i,8,0,1
0,tcp,private,0,0,1
0,udp,private,105,146,0
0,tcp,private,0,0,1
1,tcp,smtp,1080,327,0
0,tcp,telnet,0,0,1
0,tcp,private,0,0,1
0,tcp,Z39_50,0,0,1
0,tcp,smtp,657,326,0
0,tcp,http_443,0,0,1
0,tcp,http,284,765,0
0,tcp,http,261,15455,0
0,tcp,http,317,315,0
0,udp,domain_u,33,0,0
0,tcp,private,0,0,1
0,tcp,private,0,0,1
0,udp,domain_u,44,70,0
0,tcp,http,215,584,0
0,tcp,private,0,0,1
0,tcp,http,332,2844,0
1,tcp,smtp,978,334,0
0,tcp,http,296,5670,0
0,tcp,telnet,0,0,1
0,tcp,private,0,0,1
0,tcp,http,214,9986,0
0,tcp,private,0,0,1
0,udp,ntp_u,48,48,0
0,tcp,http,226,1301,0
0,tcp,bgp,0,0,1
0,icmp,urp_i,78,0,0
0,tcp,private,0,0,1
0,tcp,http,0,0,0
0,tcp,discard,0,0,1
0,tcp,private,0,0,1
0,tcp,private,0,0,1
0,tcp,http,294,3327,0
0,tcp,supdup,0,0,1
0,tcp,http,220,1249,0
0,tcp,other,0,0,1
0,tcp,http,196,3282,0
0,tcp,http,0,0,1
0,tcp,http,327,4482,0
0,tcp,uucp_path,0,0,1
0,tcp,ftp_data,319,0,0
0,tcp,smtp,1087,302,0
0,tcp,http,210,3754,0
0,tcp,sql_net,0,0,1
0,tcp,http,0,0,0
0,tcp,http,234,6282,0
0,icmp,eco_i,8,0,1
0,tcp,http,54540,8314,1
0,tcp,http,237,1461,0
0,tcp,ftp_data,0,0,1
0,tcp,private,0,0,1
0,tcp,http,200,955,0
0,tcp,http,219,657,0
0,tcp,http,284,5921,0
0,tcp,nntp,0,0,1
0,tcp,http,325,426,0
0,tcp,courier,0,0,1
0,icmp,eco_i,30,0,0
0,tcp,http,335,7902,0
0,udp,domain_u,36,0,0
0,tcp,private,0,0,1
0,udp,domain_u,43,43,0
0,tcp,courier,0,0,1
0,tcp,http,0,0,0
0,tcp,private,0,0,1
0,tcp,private,0,0,1
0,tcp,http,216,1956,0
0,tcp,uucp,0,0,1
0,udp,domain_u,44,78,0
0,tcp,http,347,8113,0
1,tcp,smtp,570,280,0
0,tcp,http,219,17540,0
0,udp,other,146,0,0
0,tcp,ftp,0,0,1
0,tcp,private,0,0,1
0,tcp,private,0,0,1
0,tcp,private,0,0,1
31401,tcp,private,1,0,1
0,tcp,private,0,0,1
0,icmp,eco_i,18,0,1
0,tcp,time,0,4,0
0,tcp,http,233,581,0
0,tcp,finger,0,0,1
0,tcp,ftp_data,276,0,0
0,udp,domain_u,44,139,0
0,icmp,eco_i,8,0,1
7805,tcp,telnet,1828,148722,0
0,tcp,http,200,764,0
0,udp,domain_u,46,46,0
0,tcp,private,0,0,1
0,tcp,telnet,0,0,1
0,tcp,http,216,5284,0
0,tcp,exec,0,0,1
0,tcp,http,234,997,0
0,tcp,http,220,1643,0
0,tcp,login,0,0,1
0,udp,private,105,146,0
0,tcp,http,0,0,0
0,tcp,Z39_50,0,0,1
0,tcp,private,0,0,1
0,tcp,private,0,0,1
0,tcp,http,288,2881,0
0,tcp,uucp,0,0,1
0,tcp,private,0,0,1
0,udp,private,1,0,1
0,udp,private,28,0,1
0,tcp,http,279,494,0
0,icmp,ecr_i,1032,0,1
0,tcp,ftp_data,192,0,0
7,tcp,telnet,105,1401,0
0,tcp,private,0,0,1
10,tcp,smtp,1330,282,0
0,icmp,ecr_i,520,0,1
0,tcp,ftp_data,0,0,1
0,tcp,http,230,362,0
0,udp,domain_u,44,110,0
0,tcp,http,271,3582,0
0,tcp,http,179,1668,0
0,tcp,ftp_data,852,0,0
0,tcp,http,222,310,0
0,tcp,http,314,4137,0
0,tcp,login,0,0,1
0,tcp,http,230,6880,0
0,tcp,whois,0,0,1
0,tcp,ctf,0,0,1
0,tcp,smtp,857,327,0
0,tcp,http,234,1707,0
0,icmp,ecr_i,1032,0,1
0,udp,private,28,0,1
0,tcp,private,0,0,1
0,tcp,http,215,6367,0
0,udp,domain_u,46,46,0
0,udp,private,105,146,0
0,tcp,private,0,0,1
0,tcp,private,0,0,1
0,tcp,csnet_ns,0,0,1
0,tcp,http,305,2507,0
0,tcp,private,0,0,1
0,tcp,http,336,15767,0
0,tcp,csnet_ns,0,0,1
0,tcp,private,0,0,1
5784,udp,other,147,105,0
0,tcp,http,335,1212,0
0,tcp,telnet,0,0,1
0,tcp,http,339,241,0
0,tcp,http,317,3245,0
0,tcp,private,0,0,1
0,tcp,http,54540,8314,1
0,tcp,vmnet,0,0,1
0,udp,domain_u,42,131,0
0,tcp,smtp,986,368,0
0,tcp,private,0,0,1
0,icmp,urp_i,183,0,0
0,tcp,private,0,0,1
0,tcp,http,405,23786,0
0,tcp,link,0,0,1
0,tcp,smtp,785,327,0
0,tcp,http,258,4302,0
0,tcp,login,0,0,1
0,icmp,eco_i,8,0,1
0,tcp,http,318,2649,0
0,tcp,private,0,0,1
0,tcp,ssh,0,0,1
0,tcp,time,0,0,1
0,tcp,http,216,1240,0
1,tcp,private,0,0,1
0,tcp,http,291,320,0
0,tcp,http,224,546,0
0,tcp,ftp_data,0,0,1
0,tcp,domain,0,0,1
542,udp,domain_u,17,42,0
0,tcp,private,0,0,1
0,udp,domain_u,29,29,0
0,udp,private,105,147,0
0,icmp,eco_i,30,0,0
0,tcp,http,325,12884,0
0,tcp,login,0,0,1
0,tcp,http,0,0,0
0,tcp,ftp_data,12,0,0
0,tcp,http,212,828,0
0,tcp,http,240,1475,0
0,tcp,http,292,13206,0
0,tcp,http,172,12793,0
0,tcp,private,0,0,1
0,tcp,http,310,788,0
0,udp,domain_u,44,128,0
0,udp,other,145,0,0
1,tcp,ftp,1238,2451,1
0,icmp,eco_i,8,0,1
0,udp,domain_u,45,45,0
0,tcp,private,0,0,1
2,tcp,smtp,1551,362,0
4,tcp,smtp,1308,328,0
0,tcp,http,356,1125,0
0,tcp,http,364,6914,0
0,tcp,http,331,776,0
0,icmp,eco_i,30,0,0
0,tcp,private,0,0,1
0,tcp,exec,0,0,1
0,tcp,http,247,7546,0
0,tcp,http,300,1841,0
0,tcp,mtp,0,0,1
0,tcp,http,355,2109,0
0,tcp,finger,0,0,1
0,tcp,http,316,1260,0
0,udp,domain_u,44,136,0
30,tcp,ftp,1458,4152,0
0,tcp,uucp_path,0,0,1
10455,udp,other,146,105,0
0,tcp,private,0,0,1
0,tcp,Z39_50,0,0,1
0,udp,private,1,0,1
0,tcp,telnet,0,0,1
0,tcp,imap4,0,0,1
10326,udp,other,146,105,0
0,tcp,private,0,0,1
0,tcp,smtp,13794,2966,0
0,tcp,finger,0,0,1
0,tcp,smtp,911,325,0
0,tcp,smtp,0,0,1
0,tcp,http,280,3332,0
0,tcp,daytime,0,0,1
0,tcp,private,0,0,1
0,udp,domain_u,41,41,0
0,tcp,finger,10,139,0
0,tcp,http,311,488,0
0,tcp,http,281,1745,0
0,tcp,http,297,1285,0
0,tcp,ldap,0,0,1
0,udp,domain_u,43,72,0
0,tcp,finger,0,0,1
0,tcp,ftp_data,334,0,1
0,icmp,eco_i,8,0,1
0,tcp,http,215,9399,0
0,tcp,Z39_50,0,0,1
0,tcp,http,0,0,0
0,udp,other,516,4,0
0,tcp,private,0,0,1
0,tcp,bgp,0,0,1
0,tcp,private,0,0,1
0,tcp,time,0,0,1
28,udp,domain_u,44,44,0
0,tcp,time,0,0,1
0,tcp,smtp,676,328,0
0,tcp,http,334,455,0
0,tcp,private,0,0,1
0,tcp,private,0,0,1
0,tcp,http,204,1596,0
0,icmp,ecr_i,520,0,1
0,tcp,Z39_50,0,0,1
0,tcp,http,192,301,0
0,icmp,eco_i,18,0,1
0,tcp,uucp,0,0,1
0,tcp,netbios_dgm,0,0,1
0,tcp,ftp,0,0,1
0,tcp,http,256,4486,0
0,icmp,eco_i,64,0,0
0,udp,domain_u,46,136,0
0,tcp,private,0,0,1
0,tcp,http,220,253,0
0,udp,domain_u,41,117,0
0,tcp,http,248,2313,0
0,tcp,ftp,1250,2451,1
0,tcp,whois,0,0,1
0,udp,domain_u,44,70,0
202,tcp,telnet,209,1824,0
0,tcp,other,5891,0,0
0,icmp,eco_i,8,0,1
0,tcp,http,276,1767,0
0,tcp,http,231,2304,0
0,tcp,http,0,0,1
0,tcp,http,312,422,0
41285,tcp,remote_job,1,0,1
0,tcp,discard,0,0,1
0,udp,domain_u,29,0,0
0,tcp,ftp_data,13239,0,0
0,tcp,ftp_data,0,0,1
0,tcp,finger,8,223,0
0,tcp,shell,0,0,1
0,udp,domain_u,44,79,0
0,tcp,private,0,0,1
0,tcp,private,0,0,1
0,tcp,http,324,10647,0
0,tcp,private,0,0,1
0,icmp,eco_i,18,0,1
0,tcp,http,355,657,0
13488,tcp,other,1,0,1
0,tcp,private,0,0,1
0,tcp,http,54540,8314,1
0,tcp,http,205,253,0
0,tcp,netbios_ns,0,0,1
0,tcp,http,325,753,0
0,tcp,systat,0,0,1
0,tcp,http,232,193,0
4,tcp,smtp,886,326,0
0,tcp,http,319,3432,0
0,tcp,supdup,0,0,1
0,tcp,private,0,0,1
0,tcp,http,147,12141,0
1,tcp,smtp,1451,330,0
0,tcp,http,54540,8314,1
0,tcp,http,235,1889,0
25,tcp,private,0,0,1
0,tcp,private,0,0,1
0,tcp,http,299,1540,0
0,tcp,private,0,0,1
0,tcp,kshell,0,0,1
0,tcp,hostnames,0,0,1
0,tcp,private,0,0,1
0,tcp,http,237,241,0
0,tcp,uucp,0,0,1
3047,udp,other,146,105,0
0,tcp,csnet_ns,0,0,1
1327,udp,other,146,105,0
0,tcp,http,202,1923,0
0,tcp,echo,0,0,1
0,tcp,ftp_data,383,0,0
0,tcp,http,345,2254,0
0,tcp,http,278,6546,0
0,tcp,domain,0,0,1
0,tcp,http,196,16143,0
0,tcp,klogin,0,0,1
0,tcp,http,277,2253,0
0,tcp,http,203,578,0
0,tcp,private,0,0,1
860,udp,other,147,105,0
0,tcp,finger,0,0,1
0,tcp,ftp,0,0,1
0,tcp,ctf,0,0,1
0,tcp,private,0,0,1
0,tcp,http,367,5199,0
0,tcp,ssh,0,0,1
0,tcp,http,257,23051,0
0,icmp,eco_i,8,0,1
0,udp,domain_u,44,44,0
0,udp,domain_u,128,44,0
0,tcp,http,254,523,0
0,tcp,http,225,22996,0
0,tcp,smtp,775,331,0
475,tcp,http,314,266,0
0,tcp,supdup,0,0,1
8,tcp,smtp,525,335,0
0,tcp,other,0,0,1
0,udp,other,1,0,1
0,tcp,http,213,37327,0
0,tcp,http,190,8654,0
0,tcp,private,0,0,1
0,udp,private,28,0,1
0,tcp,iso_tsap,0,0,1
27,tcp,ftp,1067,3081,0
0,udp,domain_u,126,44,0
0,tcp,http,333,2547,0
0,tcp,netbios_ns,0,0,1
0,tcp,ftp_data,4491,0,0
0,tcp,ldap,0,0,1
0,tcp,http,54540,8314,1
0,tcp,http,239,255,0
0,tcp,http,0,0,0
2,tcp,smtp,1258,359,0
0,tcp,telnet,0,0,1
0,tcp,private,0,0,1
0,tcp,http,0,0,0
0,udp,domain_u,42,65,0
0,tcp,http,224,1270,0
0,tcp,http,231,3215,0
5065,udp,other,147,105,0
0,udp,domain_u,44,72,0
0,icmp,urp_i,183,0,0
0,tcp,auth,0,0,1
0,tcp,private,0,0,1
0,tcp,telnet,125,179,1
0,tcp,auth,13,40,0
0,tcp,http,233,4759,0
0,icmp,eco_i,30,0,0
0,tcp,nntp,0,0,1
0,tcp,http,278,7958,0
0,tcp,private,0,0,1
0,tcp,imap4,0,0,1
0,tcp,http,237,5193,0
0,tcp,http,301,2698,0
0,tcp,http,246,3295,0
0,tcp,http,230,12471,0
0,udp,domain_u,46,82,0
1985,udp,other,147,105,0
0,tcp,private,0,0,1
0,tcp,ftp_data,641,0,0
0,udp,private,28,0,1
0,tcp,private,0,0,1
0,tcp,shell,82,1,0
0,tcp,private,0,0,1
0,tcp,private,0,0,1
0,tcp,private,0,0,1
0,udp,domain_u,46,80,0
0,tcp,private,0,0,1
0,tcp,private,0,0,1
0,tcp,http,376,345,0
0,tcp,private,0,0,1
5,udp,private,105,146,0
0,tcp,ftp_data,334,0,1
0,tcp,domain,0,0,1
0,icmp,eco_i,30,0,0
0,tcp,smtp,1053,329,0
0,udp,domain_u,46,130,0
0,udp,domain_u,45,119,0
1,tcp,smtp,1539,395,0
0,tcp,private,0,0,1
0,tcp,csnet_ns,0,0,1
0,tcp,http,358,1758,0
0,udp,domain_u,44,133,0
0,tcp,http,282,1227,0
0,tcp,http,323,1509,0
0,udp,private,105,105,0
0,tcp,http,218,358,0
0,tcp,netstat,0,0,1
0,tcp,private,0,0,1
0,tcp,http,329,303,0
0,tcp,smtp,788,328,0
0,tcp,http,311,4591,0
0,tcp,private,0,0,1
0,tcp,uucp,0,0,1
0,tcp,pop_3,35,130,0
0,icmp,ecr_i,1032,0,1
0,tcp,private,0,0,1
0,tcp,vmnet,0,0,1
0,tcp,ftp_data,59,0,0
0,tcp,uucp,0,0,1
0,tcp,http,226,1022,0
0,tcp,http,203,2108,0
8,tcp,smtp,2544,333,0
0,icmp,ecr_i,1032,0,1
0,tcp,http,327,6721,0
0,tcp,nnsp,0,0,1
0,tcp,name,0,0,1
0,tcp,http,0,0,0
0,tcp,whois,0,0,1
0,tcp,netbios_dgm,0,0,1
0,tcp,http,54540,8314,1
0,tcp,private,0,0,1
0,tcp,gopher,0,0,1
0,udp,private,28,0,1
0,icmp,eco_i,8,0,1
0,tcp,ftp_data,0,0,1
0,tcp,ssh,0,0,1
1,tcp,smtp,763,335,0
0,tcp,iso_tsap,0,0,1
0,tcp,http,307,8339,0
0,tcp,domain,0,0,1
0,tcp,ftp,0,0,1
0,tcp,http,236,7262,0
0,tcp,ftp_data,246,0,1
0,tcp,Z39_50,0,0,1
0,tcp,discard,0,0,1
0,tcp,auth,0,0,1
0,tcp,http,300,13038,0
0,tcp,http,254,390,0
5753,udp,other,147,105,0
0,tcp,private,0,0,1
17399,tcp,other,1,0,1
0,tcp,ftp_data,334,0,1
1,tcp,private,0,0,1
31,tcp,ftp,1221,3380,0
0,tcp,hostnames,0,0,1
0,icmp,eco_i,8,0,1
0,tcp,http,299,291,0
0,tcp,ftp_data,1874,0,0
0,tcp,smtp,1301,335,0
21263,tcp,private,1,0,1
0,udp,domain_u,43,132,0
0,icmp,ecr_i,1032,0,1
0,tcp,telnet,0,0,1
0,tcp,http,330,256,0
0,tcp,ftp_data,0,0,1
0,tcp,http,302,7497,0
0,tcp,exec,0,0,1
0,tcp,link,0,0,1
0,tcp,finger,0,0,1
0,tcp,netstat,0,0,1
0,tcp,echo,0,0,1
0,tcp,http,284,307,0
0,tcp,hostnames,0,0,1
0,tcp,ftp_data,12,0,0
0,tcp,http,238,276,0
1,tcp,smtp,1194,482,0
0,tcp,other,6601,0,0
0,tcp,ftp_data,12,0,0
2,tcp,smtp,1452,330,0
2,tcp,ftp_data,2194619,0,0
0,tcp,private,0,0,1
0,tcp,Z39_50,0,0,1
0,tcp,iso_tsap,0,0,1
0,tcp,http,240,748,0
0,tcp,private,0,0,1
0,udp,domain_u,42,42,0
0,tcp,courier,0,0,1
0,tcp,http,336,1294,0
3,tcp,smtp,11436,1383,0
0,tcp,ftp_data,0,0,1
0,tcp,http,195,4768,0
0,udp,other,516,4,0
0,tcp,http,286,3491,0
0,tcp,gopher,0,0,1
0,tcp,http,215,1062,0
0,tcp,http,196,1337,0
5,tcp,smtp,722,334,0
0,tcp,private,0,0,1
0,tcp,name,0,0,1
0,tcp,http,214,3477,0
0,tcp,private,0,0,1
0,tcp,http,232,2140,0
0,tcp,http,224,1783,0
0,icmp,eco_i,8,0,1
0,tcp,ftp_data,192,0,0
0,tcp,http,294,478,0
0,tcp,private,0,0,1
0,tcp,http,213,259,0
0,tcp,private,0,0,1
8,udp,private,105,146,0
0,tcp,ftp_data,0,0,1
0,tcp,http,303,458,0
0,tcp,hostnames,0,0,1
0,udp,domain_u,44,126,0
4931,udp,domain_u,73,45,0
0,tcp,IRC,197,2276,0
0,tcp,private,0,0,1
0,tcp,http,242,6725,0
0,tcp,daytime,0,0,1
0,tcp,http,308,607,0
0,tcp,imap4,0,0,1
0,tcp,private,0,0,1
0,tcp,http,291,868,0
0,tcp,telnet,0,0,1
0,tcp,smtp,2697,331,0
0,udp,private,1,0,1
0,tcp,exec,0,0,1
0,tcp,courier,0,0,1
0,tcp,http,200,3042,0
0,tcp,iso_tsap,0,0,1
0,tcp,mtp,0,0,1
0,tcp,finger,8,224,0
0,icmp,ecr_i,1032,0,1
0,udp,private,28,0,1
0,tcp,http,0,0,1
0,tcp,http,341,281,0
0,tcp,finger,8,493,0
0,tcp,private,0,0,1
0,tcp,klogin,0,0,1
1,tcp,smtp,1483,363,0
0,udp,domain_u,46,128,0
0,tcp,http,2426,2737,0
0,udp,domain_u,36,0,0
0,tcp,http,210,1425,0
0,tcp,courier,0,0,1
0,tcp,bgp,0,0,1
0,tcp,http,170,13603,0
0,tcp,whois,0,0,1
0,icmp,eco_i,8,0,1
0,tcp,bgp,0,0,1
0,tcp,imap4,0,0,1
0,tcp,private,0,0,1
0,tcp,http,0,0,1
0,tcp,http,269,8921,0
0,tcp,http,315,347,0
0,tcp,gopher,0,0,1
0,tcp,bgp,0,0,1
0,tcp,private,0,0,1
0,tcp,private,0,0,1
0,tcp,http,216,7384,0
0,tcp,http,0,0,0
0,tcp,private,0,0,1
0,tcp,http,235,12623,0
0,tcp,smtp,667,332,0
2,tcp,smtp,1160,333,0
0,icmp,eco_i,8,0,1
2,tcp,smtp,1299,329,0
0,tcp,imap4,0,0,1
0,tcp,private,0,0,1
0,tcp,smtp,711,336,0
0,icmp,ecr_i,1032,0,1
0,icmp,eco_i,8,0,1
2,tcp,private,0,0,1
0,tcp,uucp,0,0,1
0,tcp,private,0,0,1
0,udp,domain_u,42,42,0
4,tcp,private,0,0,1
